Status,Customer,Company,Street,City,Country,Source,Match Type
No Match,,"","Kendenicher Straße 12","Hürth",,german_txt,
No Match,,"(ich bin zu Hause) Tel: 017687973986","S6 Straße 29-31","Mannheim",,german_txt,
No Match,,"Nagelstudio in Kaufland","Thomas-Howie-Straße 1","Östringen",,german_txt,
No Match,,"The Garden Nails","Adolfstraße 14","Buchholz in der Nordheide",,german_txt,
No Match,,"USA Nails","Römerstraße 3","Bad Kreuznach",,german_txt,
No Match,,"Wonderful Nails Alzey","Sankt-Georgen-Straße 18","Alzey",,german_txt,
No Match,,"American Nails","Roßmarktgasse 3","Pfullendorf",,german_txt,
No Match,,"Meiningen Nails NAGELSTUDIO","Untere Kaplaneistraße 1","Meiningen",,german_txt,
No Match,,"","Brunnenallee 123","Bünde",,german_txt,
No Match,,"Euro Nails nagelstudio","Rheinstraße 7","Waldshut-Tiengen",,german_txt,
No Match,,"","Markt 8","Markranstädt",,german_txt,
No Match,,"Kirschblüte","Beethovenstraße 2","Sankt Wendel",,german_txt,
No Match,,"Nails For You","Marktstraße 62","Wilhelmshaven",,german_txt,
No Match,,"Que Restaurant","Grafenberger Allee 149","Düsseldorf",,german_txt,
No Match,,"7 Nails Studio","Blockgasse 8","Schwäbisch Hall",,german_txt,
No Match,,"Daisies Nails & Beauty","P4 9","Mannheim",,german_txt,
No Match,,"Kim Nails And More","Brückstraße 35","Dortmund",,german_txt,
No Match,,"American Nails","Groner Straße 9","Göttingen",,german_txt,
No Match,,"Salon Kaiser","Farmstraße 101","Mörfelden-Walldorf",,german_txt,
No Match,,"Th&H Nails Nagelstudio","Ritterstraße 26","Döbeln",,german_txt,
No Match,,"ROYAL NAILS NAGELSTUDIO","Lange Straße 74","Detmold",,german_txt,
No Match,,"Nagel Studio","Mühlenstraße 21","Elmshorn",,german_txt,
No Match,,"LA Nails im EKZ","Brühl 1","Leipzig",,german_txt,
No Match,,"NagelstudioHa","Oldenburger Straße 132","Delmenhorst",,german_txt,
No Match,,"10 Finger Nagelstudio","Bühlstraße 2","Weil am Rhein",,german_txt,
No Match,,"d'Asie","Rue du Commerce 34","Andenne",,german_txt,
No Match,,"Vietnails","Zollhausstraße 44","Düren",,german_txt,
No Match,,"New York Nails","Stuttgarter Straße 1","Vaihingen an der Enz",,german_txt,
No Match,,"Family Nails","Färbergäßchen 3","Augsburg",,german_txt,
No Match,,"","Mataréstraße 2","Aachen",,german_txt,
No Match,,"Nails For You","Adalbertstraße 84","Aachen",,german_txt,
No Match,,"Honey Nails& Lashes","Am Wollhaus 1","Heilbronn",,german_txt,
No Match,,"Ume Nail Studio(Heinrich-Vetter-Passage)","O7 Straße 25","Mannheim",,german_txt,
No Match,,"Vyvy Nails","Schuhstraße 6","Celle",,german_txt,
No Match,,"Orchidee Nails","Bechelstraße 21","Koblenz",,german_txt,
No Match,,"","Bechelstraße 21","Koblenz",,german_txt,
No Match,,"Smile Beauty and Nails","Bahnhofstraße 28","Wedel (Holstein)",,german_txt,
No Match,,"Didi Nails","Oldentruper Straße 236","Bielefeld",,german_txt,
No Match,,"Peony Studio","Meißner Straße 67","Radebeul",,german_txt,
No Match,,"","Tiergartenstraße 28a","Dresden",,german_txt,
No Match,,"","Bahnhofstraße 24","Wörth am Rhein",,german_txt,
No Match,,"An Nails (Nagelstudio)","Bahnhofstraße 18","Neu Wulmstorf",,german_txt,
No Match,,"Nageldesign Rosa","Hubertusweg 17","Betzdorf",,german_txt,
No Match,,"ROSE NAIL (im Kaufland)","Waldspitzweg 1","Schifferstadt",,german_txt,
No Match,,"Tausendschön","Bahnhofstraße 2","Hohen Neuendorf",,german_txt,
No Match,,"K&T Nagelstudio","Alte Poststraße 10","Geilenkirchen",,german_txt,
No Match,,"IVY Nails Art Studio","Rue d'Orgemont 10","Lagny-sur-Marne",,german_txt,
No Match,,"","Johannisstraße 17","Osnabrück",,german_txt,
No Match,,"Chifu Restaurant","Friedberger Straße 106","Augsburg",,german_txt,
No Match,,"Arnstadt Nails","Erfurter Straße 18","Arnstadt",,german_txt,
No Match,,"Sommer Nails","Großer Sand 60","Uetersen",,german_txt,
No Match,,"Boldberry Nails (Salo d,ungles)","Passeig de Fabra i Puig 197","Barcelona",,german_txt,
No Match,,"TN Nagelstudio","Krefelder Straße 20","Duisburg",,german_txt,
No Match,,"Thu Nails Studio","Uhlbergstraße 13","Filderstadt",,german_txt,
No Match,,"Levy Nails","Berrenrather Straße 292","Köln",,german_txt,
No Match,,"H&V Nails Nagelstudio","Lange Straße 8A","Detmold",,german_txt,
No Match,,"New York Nails Ettlingen","Kronenstraße 18","Ettlingen",,german_txt,
No Match,,"American Nails","Münsterstraße 15","Rheine",,german_txt,
No Match,,"NailsBar","Briesker Straße 83","Senftenberg",,german_txt,
No Match,,"Modehaus DH","Brandenburger Straße 30","Genthin",,german_txt,
No Match,,"Studio 6tynails","Loddenheide 5","Münster",,german_txt,
No Match,,"Nagelstudio - Beauty&More (im oez)","Hanauer Straße 68","München",,german_txt,
No Match,,"Hamy Nails (An der U-Bahn Nagelstudio)","Aufseßplatz 19U","Nürnberg",,german_txt,
No Match,,"K&K Nagel Studio ( neben UT Kino )","Berliner Promenade 19","Saarbrücken",,german_txt,
No Match,,"Em nails- Nagelstudio","Rheinstraße 38","Langen (Hessen)",,german_txt,
No Match,,"My beauty palace (im Kaufland)","Rötelstraße 35","Neckarsulm",,german_txt,
No Match,,"Naildance","Deininger Straße 22","Nördlingen",,german_txt,
No Match,,"My wok sushi bar","Ländgasse 122","Landshut",,german_txt,
No Match,,"","Darwinstraße 22","Papenburg",,german_txt,
No Match,,"Twinkle Nail Studio","Tiensestraat 87","Leuven",,german_txt,
No Match,,"","Heinigstraße 31","Ludwigshafen am Rhein",,german_txt,
No Match,,"Lenails","Königstraße 46","Bad Freienwalde (Oder)",,german_txt,
No Match,,"MT Nail Salon","Papenstraße 5","Bremen",,german_txt,
No Match,,"Lotus Nails & Lashes","Breite Straße 16","Peine",,german_txt,
No Match,,"","Schopperstraße 94","Zeulenroda-Triebes",,german_txt,
No Match,,"","In der Dodesheide 140","Osnabrück",,german_txt,
No Match,,"Jumi Nails","Kaiserstraße 26","Saarbrücken",,german_txt,
No Match,,"Mayrose Beauty","Möllner Landstraße 3","Hamburg",,german_txt,
No Match,,"","Richard-Wagner-Straße 1","Kaiserslautern",,german_txt,
No Match,,"New York Nails","Mannheimer Straße 234","Kaiserslautern",,german_txt,
No Match,,"","Darwinstraße 22","Papenburg",,german_txt,
No Match,,"Yumi Beauty","Planetenring 25-27 25-27","Garbsen",,german_txt,
No Match,,"Pretty Nails & Spa","Marktplatz 10","Hechingen",,german_txt,
No Match,,"Hainails","Inselstraße 9","Bregenz",,german_txt,
No Match,,"TH Nails","Maubisstraße 44A","Kaarst",,german_txt,
No Match,,"Happy Nails Würzburg","Wagnerplatz 5","Würzburg",,german_txt,
No Match,,"Nailliebe","Godekinstraße 140","Dortmund",,german_txt,
No Match,,"Thuy vu Lady Nails","Neufelder Weg 6","Schiffdorf",,german_txt,
No Match,,"","Stadtplatz 15","Aichach",,german_txt,
No Match,,"HC Nail","Stadtplatz 15","Aichach",,german_txt,
No Match,,"The Nail Bar","Friedrichstraße 40","Mönchengladbach",,german_txt,
No Match,,"Thenailsloft","Schwabacher Straße 5","Fürth",,german_txt,
No Match,,"Medical Beauty Nails","Leinstraße 26","Neustadt am Rübenberge",,german_txt,
No Match,,"Tien Nail’s Studio & Beauty","Kölner Straße 282","Krefeld",,german_txt,
No Match,,"BB Nails Beauty & Best","Cannstatter Straße 117","Fellbach",,german_txt,
No Match,,"Cindy Nails","Rheinstraße 53","Darmstadt",,german_txt,
No Match,,"T&L Nailstudio","Hauptstraße 56","Bestensee",,german_txt,
No Match,,"","Hagenstraße 17","Varel",,german_txt,
No Match,,"Vinto beauty im EG","Hauptstraße 69","Wiesloch",,german_txt,
No Match,,"TOMMY NAILS","Kesslergasse 7","Mosbach",,german_txt,
No Match,,"Toni Nails & Beauty","Wilhelmstraße 12","Bielefeld",,german_txt,
No Match,,"Toni Nails & Beauty","Wilhelmstraße 12","Bielefeld",,german_txt,
No Match,,"American Nails","Königstraße 45","Rottenburg am Neckar",,german_txt,
No Match,,"The Nail Boutique","Eberstädter Straße 59","Pfungstadt",,german_txt,
No Match,,"","Windmühlenstraße 24","Bremen",,german_txt,
No Match,,"Nails and Beauty","Mehringdamm 75","Berlin",,german_txt,
No Match,,"Queens Nails","Ludwigstraße 9","Darmstadt",,german_txt,
No Match,,"Kalifornia Nails","Rosentorstraße 8","Goslar",,german_txt,
No Match,,"USA Nails","Friedrichstraße 02","Schopfheim",,german_txt,
No Match,,"Angle Nails","Klammstraße 14A","Garmisch-Partenkirchen",,german_txt,
No Match,,"Star Nails Nagelstudio","Oberntorwall 23","Bielefeld",,german_txt,
No Match,,"Angel nails","Sudetenstraße 19","Geretsried",,german_txt,
No Match,,"bling bling nails","Marienstraße 12","Stuttgart",,german_txt,
No Match,,"Henry my nails","Hauptstraße 107","Viersen",,german_txt,
No Match,,"Nail one & more.","Pommernstraße 17-19","Neutraubling",,german_txt,
No Match,,"Queen Nails","Avenue du Général de Gaulle 45","Maisons-Alfort",,german_txt,
No Match,,"Queen Nails","Avenue du Général de Gaulle 45","Maisons-Alfort",,german_txt,
No Match,,"TiDi Nails","Kesselsdorfer Straße 24B","Dresden",,german_txt,
No Match,,"J-Nails","Rheinstraße 8A","Nastätten",,german_txt,
No Match,,"Gems Beauty Studio","Ranstädter Steinweg 22","Leipzig",,german_txt,
No Match,,"Emily nails","Staufener Straße 16","Bad Krozingen",,german_txt,
No Match,,"MYKI NAILS","Kennedystraße 18","Maintal",,german_txt,
No Match,,"Saigonnails B10 Center","Esslinger Straße 1","Göppingen",,german_txt,
No Match,,"Authentique Nails Art","Place Darcy 19","Dijon",,german_txt,
No Match,,"Trendnail Nagelstudio","Lindenstraße 3","Würselen",,german_txt,
No Match,,"K Nails","Bahnhofstraße 92","Gießen",,german_txt,
No Match,,"USA Nails","Alte Basler Straße 15","Bad Säckingen",,german_txt,
No Match,,"Mimi Nails","Hagsche Straße 12","Kleve",,german_txt,
No Match,,"Vivi nail","Wredestraße 17","Ludwigshafen am Rhein",,german_txt,
No Match,,"Alice’s Studio bei REWE Center","Feldstraße 46","Rodgau",,german_txt,
No Match,,"Blissfulnailsbar","Louisenstraße 140","Bad Homburg vor der Höhe",,german_txt,
No Match,,"Star Nails","Pfauengasse 22","Ulm",,german_txt,
No Match,,"Glamour Nails","Münchener Straße 33","Rosenheim",,german_txt,
No Match,,"Milano Nails","Danziger Straße 65","Berlin",,german_txt,
No Match,,"T&N Nails","Salomonsgasse 8","Köln",,german_txt,
No Match,,"MD beauty","Friedrichstraße 133","Düsseldorf",,german_txt,
No Match,,"Ruby nails","Hauptstraße 125","Oldenburg (Oldb)",,german_txt,
No Match,,"CaliX Nails","Altengraben 20","Koblenz",,german_txt,
No Match,,"T&T Nails","Jenaer Straße 26","Ratingen",,german_txt,
No Match,,"T&T Nails Nagelstudio","Jenaer Straße 26","Ratingen",,german_txt,
No Match,,"GLOW","Alte Marktstraße 5","Blieskastel",,german_txt,
No Match,,"Cami Nails","Wächtersbacher Straße 75","Frankfurt",,german_txt,
No Match,,"King Nails (im Mercaden Böblingen)","Wolfgang-Brumme-Allee 27","Böblingen",,german_txt,
No Match,,"","Marktplatz 26","Vohenstrauß",,german_txt,
No Match,,"Pearl Nails und Beauty","Großer Markt 17","Montabaur",,german_txt,
No Match,,"Pearl Nails und Beauty","Großer Markt 17","Montabaur",,german_txt,
No Match,,"Super Nails","Goldbacher Straße 2","Aschaffenburg",,german_txt,
No Match,,"Vee studio","Wilmersdorfer Straße 76","Berlin",,german_txt,
No Match,,"HDLT gmbh","Waldshuter Straße 1","Waldshut-Tiengen",,german_txt,
No Match,,"Nhi Nails","Hauptstraße 24","Hösbach",,german_txt,
No Match,,"jolie nails","Kaiserpassage 16","Karlsruhe",,german_txt,
No Match,,"King Nails (im Mercaden Böblingen)","Wolfgang-Brumme-Allee 27","Böblingen",,german_txt,
No Match,,"US nails","Flach-Fengler-Straße 48-54","Wesseling",,german_txt,
No Match,,"Lina Nails Sankt Ingbert","Kaiserstraße 104","Sankt Ingbert",,german_txt,
No Match,,"KingNails ( neben hollister)","Ernst-August-Platz 2","Hannover",,german_txt,
No Match,,"GM Beauty","Am Sandbach 30","Ratingen",,german_txt,
No Match,,"May Nagelstudio","Alexander-Puschkin-Platz 1","Riesa",,german_txt,
No Match,,"Cindy Nails Design","Am Kaufpark 4","Göttingen",,german_txt,
No Match,,"Newyork City Nails (Im Kaufland)","Industriestraße 5","Bischberg",,german_txt,
No Match,,"Newyork City Nails (Im Kaufland)","Industriestraße 5-9","Bischberg",,german_txt,
No Match,,"Happy Nails NAGELSTUDIO","Schulstraße 31","Mannheim",,german_txt,
No Match,,"LyLy Nails","Manggasse 17","Schweinfurt",,german_txt,
No Match,,"Emy Le Nails","Schloßstraße 28","Calau",,german_txt,
No Match,,"","Schloßstraße 28","Calau",,german_txt,
No Match,,"Unique Nails","Mechelsesteenweg 7","Mortsel",,german_txt,
No Match,,"U.S. Star Nails","Hauptstraße 435","Weil am Rhein",,german_txt,
No Match,,"USA nails","Friedrichstraße 02","Schopfheim",,german_txt,
No Match,,"U.S. Star Nails (Rhein Center)","Hauptstraße 435","Weil am Rhein",,german_txt,
No Match,,"Nagelstudio by Ut (Rennplatz REZ)","Rennweg 12","Regensburg",,german_txt,
No Match,,"Thy & Vy Nails","Oststraße 108","Düsseldorf",,german_txt,
No Match,,"Ha Anh Nails","Concordiastraße 32","Oberhausen",,german_txt,
No Match,,"King Nails","Derendorfer Straße 19","Düsseldorf",,german_txt,
No Match,,"Paradise nails","Schanzstraße 16","Friedrichshafen",,german_txt,
No Match,,"T&D Nails","Bahnhofstraße 05","Deggendorf",,german_txt,
No Match,,"(Glammy nails im Forettle Center)","Am Graben 10","Kaufbeuren",,german_txt,
No Match,,"Ken Beauty Nail Salon","Kemptener Straße 1","Lindau (Bodensee)",,german_txt,
No Match,,"Beautiful Nails","Kaiserstraße 139","Würselen",,german_txt,
No Match,,"Beautiful Nails","Zülpicher Straße 304","Köln",,german_txt,
No Match,,"Aiko Nails","Eberhardstraße 30","Fellbach",,german_txt,
No Match,,"Newyork Nails","Kamp 50c","Osnabrück",,german_txt,
No Match,,"Eternity NAILS-SPA-BEAUTY","Fürstenrieder Straße 59","München",,german_txt,
No Match,,"Tel.: 0465818227","Rue Capitaine Crespel 50","Elsene",,german_txt,
No Match,,"BTE8","Boulevard Émile Jacqmain 137","Brussels",,german_txt,
No Match,,"Rosa Nails (tel: +34631507302)","Calle Real 042","La Línea de la Concepción",,german_txt,
No Match,,"Wondernails (Nagelstudio - im EDEKA)","Asterlager Straße 90","Duisburg",,german_txt,
No Match,,"Royal Beauty","Oderstraße 6","Ludwigshafen am Rhein",,german_txt,
No Match,,"MJ Nails","Stad 12","Eschwege",,german_txt,
No Match,,"Rosa Nails","Rudi-Dutschke-Straße 18","Berlin",,german_txt,
No Match,,"USA Nails","Güterstraße 01","Bad Säckingen",,german_txt,
No Match,,"Vietnam Imbiss","Str. d. Einheit 26A","Sömmerda",,german_txt,
No Match,,"Venus Nails","Ophofstraße 4","Gelsenkirchen",,german_txt,
No Match,,"BB Beauty Bonn","Bertha-von-Suttner-Platz 2","Bonn",,german_txt,
No Match,,"Sea Beauty Nails","Heggerstraße 53","Hattingen",,german_txt,
No Match,,"California Nails","Hertzstraße 1","Heidelberg",,german_txt,
No Match,,"Tony Nails","Wilhelm-Leuschner-Straße 22A","Worms",,german_txt,
No Match,,"CASCA nails beauty (im LAGO center - U1)","Bodanstraße 1","Konstanz",,german_txt,
No Match,,"Coco Beauty Spa (NAGELSTUDIO)","Theresienhöhe 5","Munchen",,german_txt,
No Match,,"Coco Beauty Spa (NAGELSTUDIO)","Theresienhöhe 5","Munchen",,german_txt,
No Match,,"Nina Nails","Im Ort 11","Castrop-Rauxel",,german_txt,
No Match,,"Nagelstudio MD Beauty - im Kaufland","Heifeskamp 6","Mülheim an der Ruhr",,german_txt,
No Match,,"Chung Nail (in Galerie du centre)","Rue des Fripiers 15/17","Bruxelles",,german_txt,
No Match,,"Chung Nail (in Galerie du centre)","Rue des Fripiers 15/17","Bruxelles",,german_txt,
No Match,,"Happy Nails Konstanz","Hussenstraße 42","Konstanz",,german_txt,
No Match,,"Paris Nails","Stadtplatz 28","Eggenfelden",,german_txt,
No Match,,"Nail Lab (Nagelstudio)","Sterneckstraße 57","Salzburg",,german_txt,
No Match,,"Bonitas Nails","Carrer Santa Clara 8","Girona",,german_txt,
No Match,,"TH nails","Wasserkrüger Weg 4","Mölln",,german_txt,
No Match,,"Venus Nails","Oberstraße 4","Arnsberg",,german_txt,
No Match,,"Kosmetikstudio Beauty","Bregenzer Straße 4","Duisburg",,german_txt,
No Match,,"Spicywok oder Tina Nails","Wilhelmstraße 7a","Lüdinghausen",,german_txt,
No Match,,"Vietnails (neben Eingang Kaufland )","Am Ellernbusch 22","Düren",,german_txt,
No Match,,"Vy Nails","Vorstadtstraße 24","Schorndorf",,german_txt,
No Match,,"Vita Nails & Lashes","Marburger Straße 13","Kreuztal",,german_txt,
No Match,,"Vivi Nails (Nagelstudio)","Große Rurstraße 29","Jülich",,german_txt,
No Match,,"Diamond Luxury Nails","Hauptstraße 384","Weil am Rhein",,german_txt,
No Match,,"Diamond Luxury Nails","Hauptstraße 384","Weil am Rhein",,german_txt,
No Match,,"","Rheinsteinstraße 17","Köln",,german_txt,
No Match,,"Lynnynails","Von-Alten-Straße 12","Burgwedel",,german_txt,
No Match,,"Ruby Nails","Fronackerstraße 11","Waiblingen",,german_txt,
No Match,,"NB Nails","Hauptstraße 74","Wiesloch",,german_txt,
No Match,,"Mi Nails&Wimpern","Elsässer Straße 43","Oberhausen",,german_txt,
No Match,,"Vu Nails","Wagramer Straße 173","Wien",,german_txt,
No Match,,"","Neustraße 23","Mayen",,german_txt,
No Match,,"Eternity Nailsstudio","Fürstenrieder Straße 59","München",,german_txt,
No Match,,"","Füchteler Straße 3","Vechta",,german_txt,
No Match,,"CoCo Nails","Hofkamp 9","Wuppertal",,german_txt,
No Match,,"","Hubertstraße 258","Essen",,german_txt,
No Match,,"","Am Johanneskreuz 8","Bonn",,german_txt,
No Match,,"WPS Nhat Duc Tran 18827","Lonzaring 11","Waldshut-Tiengen",,german_txt,
No Match,,"","Lonzaring 11","Waldshut-Tiengen",,german_txt,
No Match,,"Love your nails","Straßburger Straße 1","Freudenstadt",,german_txt,
No Match,,"Nails For You","Ehrenstraße 18","Köln",,german_txt,
No Match,,"Nails For You","Ehrenstraße 18","Köln",,german_txt,
No Match,,"City Nails","Emsstraße 6","Rheine",,german_txt,
No Match,,"Beauty nail &spa Wedel","Bahnhofstraße 62","Wedel (Holstein)",,german_txt,
No Match,,"Mami Nail Top 68 Nhi","Wagramer Straße 94","Wien",,german_txt,
No Match,,"Emy Nails","Münchener Straße 5","Feldkirchen-Westerham",,german_txt,
No Match,,"Lynn's Nagelstudio","Alt-Schwanheim 41","Frankfurt",,german_txt,
No Match,,"Linh Nails Nagelstudio","Luxemburger Straße 266","Köln",,german_txt,
No Match,,"Your nails","Steinheimer Straße 22","Hanau",,german_txt,
No Match,,"Zym Nails","N4 Straße 10","Mannheim",,german_txt,
